Name,Sales,Date
Aaron Killingsworth,874816,27-3-2020
Miriam Cadena,819216,27-3-2020
Lois Meadors,145230,27-3-2020
Sean Lamberson,1270073,27-3-2020
Meg Isabell,11363,27-3-2020
Birdie Fleischman,1378879,27-3-2020
Collin Millsap,424049,27-3-2020
Stanley Margolin,1275204,27-3-2020
Vera Mckamie,34476,27-3-2020
Sue Raffa,263480,27-3-2020
Glayds Brunt,438776,27-3-2020
Geri Guan,772688,27-3-2020
Marita Hintz,1188660,27-3-2020
Rocky Larocque,487606,27-3-2020
Ilona Langlois,520983,27-3-2020
Tayna Kallas,359407,27-3-2020
Karlene Tuff,594890,27-3-2020
Anderson Ojeda,214915,27-3-2020
Lisa Klingbeil,196992,27-3-2020
Fabian Gamez,495578,27-3-2020
Earnest Carson,1196947,27-3-2020
Alexa Seitz,44415,28-3-2020
Lizzette Baumer,1389732,28-3-2020
Lilia Despres,1071043,28-3-2020
Chastity Immel,807140,28-3-2020
Margene Walden,141717,28-3-2020
Gita Westberg,1361246,28-3-2020
Tyisha Ahumada,1084846,28-3-2020
Ahmad Karlin,1212934,28-3-2020
Paige Bain,190459,28-3-2020
Madalyn Unsworth,919923,28-3-2020
Hildegarde Rench,726054,28-3-2020
Allyson Ancheta,1148770,28-3-2020
Clorinda Cayetano,312887,28-3-2020
Clayton Chapel,660539,28-3-2020
Tabetha Cressey,1478120,28-3-2020
Herta Weidner,1290507,28-3-2020
Gilberto Spicer,25565,28-3-2020
Christen Mcchesney,539289,28-3-2020
Lyman Mcgarry,1415462,28-3-2020
Dustin Coyne,1369432,28-3-2020
Dustin Coyne,1189811,28-3-2020
Tamara Marcinek,1362819,28-3-2020
Nickie Shott,418531,28-3-2020
Lorna Kliebert,642698,28-3-2020
Linnea Molton,191258,28-3-2020
Ruthie Poe,896864,28-3-2020
Hugo Nardone,1418160,28-3-2020
Latisha Swink,45080,28-3-2020
Dewey Zalewski,1381598,28-3-2020
Ozie Simerly,103042,28-3-2020
Valentine Switzer,199595,28-3-2020
Liane Hankinson,1146811,28-3-2020
Buford Truss,1064687,28-3-2020
Olene Reitz,1040542,28-3-2020
Serita Pederson,364474,28-3-2020
Tomika Hedberg,909226,28-3-2020
Alison Cordell,1364901,29-3-2020
Wendell Ginsburg,825292,29-3-2020
Frederica Powe,1252831,29-3-2020
Jude Bourland,333877,29-3-2020
Judie Pocock,777100,29-3-2020
Hester Mazzariello,1364901,29-3-2020
Farah Munsterman,452801,29-3-2020
Lanette Buckingham,143464,29-3-2020
Antony Fett,697111,29-3-2020
Nannie Dyment,170983,29-3-2020
Leeanna Link,354266,29-3-2020
Hilaria Ashmore,1454225,29-3-2020
Karena Paiva,594522,29-3-2020
Tomeka Matsuda,1164163,29-3-2020
Parker Gebhart,125560,29-3-2020
Ozie Simerly,847896,29-3-2020
Linnea Molton,1268333,29-3-2020
Elvie Plumber,390380,29-3-2020
Corine Shepherd,431876,29-3-2020
Shayla Jacobi,1349675,29-3-2020
Neda Parise,1129840,29-3-2020
Rodger Steere,54539,29-3-2020
Naida Ostby,1027399,29-3-2020
Dustin Coyne,392659,29-3-2020
Faustina Quesenberry,37690,29-3-2020
Lanette Buckingham,1142462,29-3-2020
Shae Buggs,355123,29-3-2020
Julie Giesen,1131453,29-3-2020
Sha Middlebrooks,845310,29-3-2020
Kasi Register,1266713,29-3-2020
Crissy Windsor,1486592,30-3-2020
Delphine Teague,962465,30-3-2020
Dustin Coyne,1239234,30-3-2020
Clorinda Cayetano,230439,30-3-2020
Denice Bustamante,539052,30-3-2020
Guadalupe Marone,421204,30-3-2020
Ahmad Karlin,373497,30-3-2020
Dominque Carney,1362077,30-3-2020
Dorcas Oakley,315897,30-3-2020
Deangelo Ricci,748188,30-3-2020
Thomasina Betances,542390,30-3-2020
Kia Ureno,337677,30-3-2020
Jeramy Hagwood,1243903,30-3-2020
Eladia Board,469921,30-3-2020
Bobbye Mccraney,223653,30-3-2020
Ruthie Poe,136800,30-3-2020
Mirtha Shrout,429534,30-3-2020
Terina Lopinto,317362,30-3-2020
Wynona Palmieri,271004,30-3-2020
Ronni Alberson,675559,30-3-2020
Jung Irion,1099547,30-3-2020
Nerissa Vanatta,272712,30-3-2020
Divina Nix,558343,1-4-2020
Williams Leno,502289,1-4-2020
Judie Pocock,1217999,1-4-2020
Georgine Aigner,651050,1-4-2020
Noe Lamotte,465724,1-4-2020
Zandra Feather,238570,1-4-2020
Sarita Cripe,467000,1-4-2020
Glynis Kunz,1011721,1-4-2020
Ilona Langlois,74549,1-4-2020
Jung Irion,1281437,1-4-2020
Hugo Nardone,403918,1-4-2020
Melody Bouffard,1105405,1-4-2020
Wendell Ginsburg,1294696,1-4-2020
Sean Lamberson,11892,1-4-2020
Rocco Prichard,201385,1-4-2020
Toni Mullen,1047142,1-4-2020
Yoshie Kies,741386,1-4-2020
Silvia Hauge,1073605,1-4-2020
Benedict Blumberg,1119980,1-4-2020
Silvia Hauge,886209,1-4-2020
Latisha Swink,495107,1-4-2020
Teresita Prouty,812296,1-4-2020
Harriett Dauenhauer,20705,1-4-2020
Charisse Orman,790779,1-4-2020
Eunice Barriere,1324095,1-4-2020
Jere Rascoe,114929,1-4-2020
Collin Millsap,1275255,1-4-2020
Herta Weidner,489727,1-4-2020
Clementina Olds,527816,2-4-2020
Evelyn Bonneau,1024641,2-4-2020
Ria Lightbody,1339503,2-4-2020
Colby Vereen,1039332,2-4-2020
Josefina Schranz,982586,2-4-2020
Kiley Stancill,1070362,2-4-2020
Dollie Seymour,1384682,2-4-2020
Celeste Pricer,614035,2-4-2020
Arlinda Cogdill,526947,2-4-2020
Leland Kubota,161874,2-4-2020
Leonore Degreenia,382851,2-4-2020
Aundrea Bakker,244808,2-4-2020
Brunilda Ehrhardt,1438380,2-4-2020
Aline Wirth,469078,2-4-2020
Samella Dively,1370822,2-4-2020
Delicia Symes,26854,2-4-2020
Jerrod Lemonds,378883,2-4-2020
Davida Barsky,758775,2-4-2020
Marilyn Eiler,138933,2-4-2020
Muoi Schendel,699458,2-4-2020
Brendan Acton,176625,2-4-2020
Donny Mailhot,685346,2-4-2020
Winnifred Strebel,155372,2-4-2020
Tabetha Cressey,331414,2-4-2020
Trudy Hennis,56588,3-4-2020
Vina Gascon,171767,3-4-2020
Leo Torrain,465512,3-4-2020
Hyacinth Guiney,78680,3-4-2020
Mee Riggleman,107041,3-4-2020
Keiko Krahn,1150624,3-4-2020
Kathrin Fuller,56436,3-4-2020
Rosette Hackler,319649,3-4-2020
Latisha Swink,811624,3-4-2020
Zenaida Israel,1025375,3-4-2020
Shawnna Whitley,1208445,3-4-2020
Stephani Eisenmann,462993,3-4-2020
Valentine Switzer,975507,3-4-2020
Criselda Dublin,1207680,3-4-2020
Antony Fett,617978,3-4-2020
Tyron Brackett,1117078,3-4-2020
Leticia Michelsen,59078,3-4-2020
Patti Boeke,46459,3-4-2020
Vera Mckamie,550284,3-4-2020
Nelly Mclain,871558,3-4-2020
Lulu Mannino,982517,3-4-2020
Harland Greenspan,1242589,3-4-2020
Felicitas Pine,1176534,3-4-2020
Sean Heckman,330430,3-4-2020
Criselda Dublin,514114,3-4-2020
Izola Adams,77808,3-4-2020
Frederica Powe,1095362,3-4-2020
Shae Buggs,975823,3-4-2020
Lauren Stephenson,8724,3-4-2020
Josefina Schranz,243699,3-4-2020
Susanna Brandes,319103,3-4-2020
Melody Bouffard,1168008,3-4-2020
Lizzette Baumer,954211,3-4-2020
Lakeesha Ruis,832484,3-4-2020
Shanta Ramerez,815949,3-4-2020
Lelia Secord,277572,3-4-2020
Wendell Ginsburg,306794,3-4-2020
Rocco Prichard,226043,3-4-2020
Latina Terry,383941,4-4-2020
Angelic Flury,588358,4-4-2020
Tabetha Cressey,1161775,4-4-2020
Hoyt Saner,754646,4-4-2020
Octavia Gitlin,465567,4-4-2020
Tyisha Ahumada,767450,4-4-2020
Mabelle Lafleur,48894,4-4-2020
Erica Packett,384289,4-4-2020
Dori Gamble,1384766,4-4-2020
Palma Strasser,552772,4-4-2020
Benedict Blumberg,366369,4-4-2020
Chrystal Cephas,334247,4-4-2020
Tory Martin,653273,4-4-2020
Kathrin Fuller,313357,4-4-2020
Ozie Simerly,252455,4-4-2020
Anastacia Groseclose,172926,4-4-2020
Luigi Bevins,601528,4-4-2020
Madalyn Unsworth,254261,4-4-2020
Ardath Albro,72163,4-4-2020
Anderson Mcray,232529,4-4-2020
Lorna Kliebert,1419213,4-4-2020
Buford Truss,1406600,4-4-2020
Nickie Shott,702720,4-4-2020
Allene Hone,824182,4-4-2020
Loida Tartaglia,1267654,4-4-2020
Miriam Cadena,284201,4-4-2020
Ranee Gulino,882797,4-4-2020
Denisha Ogden,659199,4-4-2020
Yoshie Kies,462032,4-4-2020
Hugo Nardone,187515,4-4-2020
Treena Barna,830986,4-4-2020
Harriett Dauenhauer,320272,4-4-2020
Yukiko Post,326845,4-4-2020
Stuart Gabor,307900,4-4-2020
Bennie Frei,692720,4-4-2020
Jere Rascoe,1425142,4-4-2020
Franklin Ricciardi,221808,4-4-2020
Alvin Riggie,1284878,4-4-2020
Breanne Prentiss,586142,5-4-2020
Luise Current,380284,5-4-2020
Cara Witherow,1090707,5-4-2020
Rima Glaspie,656024,5-4-2020
Basilia Janco,984484,5-4-2020
Agripina Matteo,386382,5-4-2020
Karlene Tuff,367805,5-4-2020
Hugo Nardone,1373866,5-4-2020
Vera Mckamie,1196461,5-4-2020
Jeramy Hagwood,49733,5-4-2020
Tonja Pierpont,1042749,5-4-2020
Leann Bowen,702845,5-4-2020
Gilberto Spicer,234567,5-4-2020
Geoffrey Jorstad,128686,5-4-2020
Clorinda Cayetano,624807,5-4-2020
Loan Puryear,847462,5-4-2020
Kami Saliba,1009647,5-4-2020
Yuri Beltran,1153131,5-4-2020
Latisha Swink,453092,5-4-2020
Kallie Penrod,1163153,5-4-2020
Zenaida Israel,1208609,5-4-2020
Alan Tee,1053467,5-4-2020
Josiah Motta,1443865,5-4-2020
Dortha Kearns,1087730,5-4-2020
Lavern Malone,174946,5-4-2020
Corinne Wingerter,914034,5-4-2020
Frankie Argento,827039,5-4-2020
Danyel Ervin,11327,5-4-2020
Valentine Switzer,1421576,5-4-2020
Rosette Hackler,318448,5-4-2020
Frankie Argento,61005,5-4-2020
Isiah Delaughter,74587,6-4-2020
Kiersten Mannion,1326803,6-4-2020
Felicitas Pine,358137,6-4-2020
Stormy Edberg,171650,6-4-2020
Nannie Dyment,1268316,6-4-2020
Golden Wallen,137250,6-4-2020
Dorian Fenstermacher,907949,6-4-2020
Betsy Meserve,771082,6-4-2020
Michell Corrigan,620876,6-4-2020
Shawnna Whitley,1057425,6-4-2020
Jude Bourland,571508,6-4-2020
Odessa Meaney,998624,6-4-2020
Denisha Ogden,907382,6-4-2020
Paulene Wunderlich,164779,6-4-2020
Joey Doris,172721,6-4-2020
Ilona Langlois,241463,6-4-2020
Rubi Perro,882323,6-4-2020
Susannah Watkin,685662,6-4-2020
Jerome Leeman,216441,6-4-2020
Odessa Franz,1379193,6-4-2020
Ria Lightbody,549217,6-4-2020
Samatha Lair,608506,6-4-2020
Allyson Ancheta,550159,7-4-2020
Brianne Seybold,1044466,7-4-2020
Chet Pitts,748759,7-4-2020
Karlene Tuff,1436048,7-4-2020
Madie Nevels,38459,7-4-2020
Collin Millsap,93265,7-4-2020
Odessa Franz,211330,7-4-2020
Patty Minardi,763669,7-4-2020
Jacob Pitcock,357458,7-4-2020
Nanci Walburn,695007,7-4-2020
Dortha Kearns,619818,7-4-2020
Charisse Orman,418884,7-4-2020
Grace Febus,1250921,7-4-2020
Deangelo Ricci,173276,7-4-2020
Kiersten Mannion,1310439,7-4-2020
Lorri Trevizo,802710,7-4-2020
Kacy Warren,993534,7-4-2020
Gita Westberg,217270,7-4-2020
Golden Wallen,222420,7-4-2020
Jerrod Lemonds,576691,7-4-2020
Erin Mcmurtrie,1396644,7-4-2020
Teresita Prouty,1120512,7-4-2020
Bennie Krom,1342960,7-4-2020
Dori Gamble,479932,7-4-2020
Luigi Bevins,1356129,7-4-2020
Kasi Register,265674,7-4-2020
Cyrstal Dempsey,934832,7-4-2020
Brandi Organ,387475,7-4-2020
Nisha Bynoe,717602,7-4-2020
Zola Gaus,1093816,7-4-2020
Stormy Edberg,1091487,7-4-2020
Elijah Reuss,452456,7-4-2020
Nickie Shott,1190986,7-4-2020
Miyoko Pilot,1155957,7-4-2020
Leandra Tank,223187,7-4-2020
Chet Pitts,25409,7-4-2020
Yukiko Post,1021510,7-4-2020
Alejandrina Mandelbaum,418817,7-4-2020
Josefina Schranz,1477096,7-4-2020
Krystal Molinari,565165,8-4-2020
Chastity Immel,330330,8-4-2020
Sherrell Blann,1096055,8-4-2020
Alisia Hogue,767682,8-4-2020
Lakeesha Ruis,681727,8-4-2020
Ashton Lacombe,640156,8-4-2020
Dustin Coyne,1390166,8-4-2020
Les Mcclellan,1068472,8-4-2020
Latisha Swink,564613,8-4-2020
Clayton Chapel,414514,8-4-2020
Lashawna Granata,237708,8-4-2020
Earnest Carson,216988,8-4-2020
Dorla Harbert,908967,8-4-2020
Carmine Hamburg,752773,8-4-2020
Eunice Barriere,298801,8-4-2020
Charmain Puthoff,483805,8-4-2020
Kenia Favela,339324,8-4-2020
Dori Gamble,228868,8-4-2020
Bryon Smail,10053,8-4-2020
Ria Lightbody,1045160,8-4-2020
Adriene Gauldin,1097629,8-4-2020
Lyman Mcgarry,311804,8-4-2020
Buster Keppler,843239,8-4-2020
Chase Coolidge,160598,8-4-2020
Marcella Barber,702610,8-4-2020
Alison Cordell,1123250,8-4-2020
Celestina Dartez,157813,8-4-2020
Ginger Riordan,505634,8-4-2020
Zora Lodge,1427810,8-4-2020
Earnest Carson,449069,8-4-2020
Roxie Broady,552461,8-4-2020
Meg Isabell,50887,8-4-2020
Grover Ritchey,275089,8-4-2020
Lavette Duggan,345858,8-4-2020
Kit Nogle,729270,8-4-2020
Renate Ruddick,1217488,8-4-2020
Sharell Hooten,298541,8-4-2020
Charlesetta Fall,411339,8-4-2020
Sun Kaplan,54556,9-4-2020
Zenaida Israel,736307,9-4-2020
Delisa Gurganus,1111814,9-4-2020
Danyel Ervin,503977,9-4-2020
Charmain Puthoff,1223991,9-4-2020
Silva Plumb,1002347,9-4-2020
Kami Saliba,1326731,9-4-2020
Liane Hankinson,869667,9-4-2020
Allyson Ancheta,1297982,9-4-2020
Tonya Gordan,1149038,9-4-2020
Hugo Nardone,986265,9-4-2020
Illa Jaffee,1298423,9-4-2020
Grover Ritchey,191591,9-4-2020
Neal Oland,1360060,9-4-2020
Young Kensey,3656,9-4-2020
Alda Marciniak,825262,9-4-2020
Cleveland Tung,745960,9-4-2020
Margene Walden,942000,9-4-2020
Frankie Argento,993180,9-4-2020
Lisbeth Almy,601243,9-4-2020
Louis Machnik,1373478,9-4-2020
Nickole Vieira,1276388,9-4-2020
Serina Ballantyne,1123703,9-4-2020
Bennie Frei,451365,9-4-2020
Hugo Nardone,1056933,9-4-2020
Sarita Cripe,1399388,9-4-2020
Rosette Custer,1479072,9-4-2020
Dominque Carney,618292,9-4-2020
Lisa Klingbeil,305044,9-4-2020
Renaldo Hiett,853622,9-4-2020
Bennie Krom,20470,9-4-2020
Eleanore Schley,154127,9-4-2020
Sydney Baskerville,653520,9-4-2020
Vallie Bakke,667383,9-4-2020
Inga Bove,143677,9-4-2020
Davida Barsky,557644,9-4-2020
Enrique Whitmer,711009,10-4-2020
Josefina Schranz,837164,10-4-2020
Romelia Armbruster,500528,10-4-2020
Nannie Dyment,785109,10-4-2020
Lashawna Granata,814997,10-4-2020
Sarita Cripe,1127721,10-4-2020
Vera Mckamie,922806,10-4-2020
Collin Millsap,557622,10-4-2020
Lyman Mcgarry,245164,10-4-2020
Loan Puryear,1173433,10-4-2020
Odessa Franz,1439620,10-4-2020
Carmine Hamburg,1117895,10-4-2020
Buster Keppler,264068,10-4-2020
Margene Collin,840265,10-4-2020
Patti Boeke,276321,10-4-2020
Dorla Harbert,1332571,10-4-2020
Lisa Klingbeil,157555,10-4-2020
Jalisa Ingalls,246774,10-4-2020
Dudley Naab,1074692,10-4-2020
Maddie Fleener,947465,10-4-2020
Adrianna Sweetland,121032,10-4-2020
Kiersten Mannion,270710,10-4-2020
Janise Tercero,211624,10-4-2020
Roxie Broady,843059,10-4-2020
Rick Keffer,1397233,10-4-2020
Ronni Alberson,1159305,10-4-2020
Karena Paiva,833118,10-4-2020
Danyel Ervin,410053,10-4-2020
Shira Lemelin,821510,10-4-2020
Tayna Kallas,323734,10-4-2020
Faustina Quesenberry,155393,10-4-2020
Kendal Westerfield,721525,11-4-2020
Nickie Shott,168546,11-4-2020
Shanta Ramerez,1033344,11-4-2020
Bambi Wynne,500599,11-4-2020
Felicitas Pine,847788,11-4-2020
Chase Coolidge,1339785,11-4-2020
Michell Corrigan,1264858,11-4-2020
Bettina Panetta,974037,11-4-2020
Yuri Beltran,1038041,11-4-2020
Colby Vereen,85697,11-4-2020
Zenaida Israel,719833,11-4-2020
Evelyn Bonneau,240298,11-4-2020
Lanette Buckingham,1308491,11-4-2020
Sharell Hooten,861047,11-4-2020
Celia Banning,1165254,11-4-2020
Zenaida Israel,910106,11-4-2020
Samatha Lair,1373848,11-4-2020
Rosario Rizzo,944733,11-4-2020
Emelia Anders,206842,11-4-2020
Enda Mascorro,959518,11-4-2020
Anderson Ojeda,904036,11-4-2020
Josefina Schranz,945207,11-4-2020
Nannie Dyment,1156998,11-4-2020
Roger Schisler,1195363,11-4-2020
Neal Oland,310456,11-4-2020
Rocco Prichard,1236635,11-4-2020
Marianela Henline,1368597,11-4-2020
Kiersten Mannion,1293781,11-4-2020
Jerrod Lemonds,1118289,11-4-2020
Clorinda Cayetano,518684,12-4-2020
Harland Greenspan,1465838,12-4-2020
Ervin Scalia,699445,12-4-2020
Julio Zemlicka,1279871,12-4-2020
Lakeesha Ruis,1129642,12-4-2020
Danyel Ervin,103731,12-4-2020
Tam Pollman,1395391,12-4-2020
Isiah Delaughter,314339,12-4-2020
Lucrecia Sutera,977757,12-4-2020
Kendal Westerfield,1081925,12-4-2020
Arlinda Cogdill,1186951,12-4-2020
Natalie Karlin,381993,12-4-2020
Ruthe Cockrum,1297371,12-4-2020
Giuseppe Deville,75366,12-4-2020
Joey Guerra,862552,12-4-2020
Miles Rogowski,19187,12-4-2020
Earnest Carson,608418,12-4-2020
Lelia Secord,407723,12-4-2020
Odessa Meaney,799217,12-4-2020
Zachary Novello,50545,12-4-2020
Dewey Zalewski,383800,12-4-2020
Veronica Hertzler,1250212,12-4-2020
Korey Mickelsen,44153,12-4-2020
Denice Bustamante,836148,12-4-2020
Nerissa Vanatta,1488271,12-4-2020
Glady Sugarman,403982,12-4-2020
Despina Buzzard,778545,13-4-2020
Suzi Gao,1184318,13-4-2020
Elroy Eddings,626655,13-4-2020
Romelia Armbruster,640364,13-4-2020
Titus Burling,436133,13-4-2020
Julio Zemlicka,798338,13-4-2020
Franklin Ricciardi,1154984,13-4-2020
Cyrstal Dempsey,1065321,13-4-2020
Mica Coburn,1479989,13-4-2020
Kathrin Fuller,901805,13-4-2020
Nisha Bynoe,1027450,13-4-2020
Ervin Scalia,809396,13-4-2020
Divina Nix,1063038,13-4-2020
Vilma Towner,127089,13-4-2020
Stephani Eisenmann,356623,13-4-2020
Sharika Schuler,169819,13-4-2020
Rosetta Lorenzen,934874,13-4-2020
Dorian Fenstermacher,198294,13-4-2020
Charlesetta Fall,206757,13-4-2020
Hildegarde Rench,708741,13-4-2020
Corine Shepherd,692866,13-4-2020
Lynetta Lupi,52323,14-4-2020
Naida Ostby,30491,14-4-2020
Venetta Schurman,839761,14-4-2020
Stormy Edberg,1154975,14-4-2020
Wendolyn Fessenden,1452034,14-4-2020
Brendan Acton,193441,14-4-2020
Yuonne Espada,835390,14-4-2020
Sarai Yoo,1302452,14-4-2020
Corine Shepherd,397004,14-4-2020
Myrtle Cossey,366058,14-4-2020
Marcella Barber,86921,14-4-2020
Nestor Lundell,974888,14-4-2020
Shira Lemelin,856496,14-4-2020
Tomeka Matsuda,1465249,14-4-2020
Warner Chiarello,121962,14-4-2020
Kiersten Mannion,606164,14-4-2020
Karena Paiva,880403,14-4-2020
Ardath Albro,691356,14-4-2020
Eugena Trojanowski,1208672,14-4-2020
Wilber Simmer,1408298,14-4-2020
Miriam Cadena,878554,14-4-2020
Victor Roselli,482267,14-4-2020
Leann Bowen,138823,14-4-2020
Gilberto Spicer,443329,14-4-2020
Tilda Alarcon,660499,14-4-2020
Layla Lando,1310902,14-4-2020
Yukiko Post,1197138,14-4-2020
Krystal Molinari,1449912,14-4-2020
Stephani Eisenmann,1336757,14-4-2020
Lela Anding,927478,14-4-2020
Lorri Trevizo,1076906,14-4-2020
Julienne Riesgo,430774,14-4-2020
Karlene Tuff,1045612,14-4-2020
Dorian Fenstermacher,1405471,14-4-2020
Woodrow Colin,1224724,14-4-2020
Margene Walden,641003,14-4-2020
Mabelle Lafleur,202131,14-4-2020
Latisha Swink,1094450,14-4-2020
Zenaida Israel,1408060,14-4-2020
Arlinda Cogdill,303663,14-4-2020
Shanice Carrera,1359366,14-4-2020
Clayton Chapel,861999,14-4-2020
Marcella Barber,35622,14-4-2020
Birdie Fleischman,1175736,14-4-2020
Brunilda Ehrhardt,1346681,14-4-2020
Margene Collin,1089295,15-4-2020
Enda Mascorro,663069,15-4-2020
Ardath Albro,1279181,15-4-2020
Hoyt Saner,329720,15-4-2020
Elza Tews,1027427,15-4-2020
Tomeka Matsuda,717700,15-4-2020
Calandra Brickner,509102,15-4-2020
Morgan Caylor,27479,15-4-2020
Deangelo Ricci,47011,15-4-2020
Marcella Barber,582540,15-4-2020
Paulette Yerby,1271099,15-4-2020
Odessa Franz,733592,15-4-2020
Melody Bouffard,352024,15-4-2020
Betsy Meserve,432132,15-4-2020
Olene Reitz,1025782,15-4-2020
Paige Bain,119510,15-4-2020
Taina Keifer,673839,15-4-2020
Rossana Hellums,615320,15-4-2020
Silvia Hauge,1220922,15-4-2020
Samella Dively,60305,15-4-2020
Danette Dolce,873999,15-4-2020
Christen Mcchesney,235085,15-4-2020
Enda Mascorro,1391632,15-4-2020
Brendan Acton,953021,15-4-2020
Toni Mullen,1141689,15-4-2020
Ardis Wille,1458106,15-4-2020
Leanna Custis,1249554,15-4-2020
Lavette Duggan,397211,16-4-2020
Glady Sugarman,1207968,16-4-2020
Tonya Gordan,1205981,16-4-2020
Young Kensey,1178918,16-4-2020
Opal Recker,1462747,16-4-2020
Julie Giesen,519480,16-4-2020
Stanley Margolin,673847,16-4-2020
Ranee Gulino,962552,16-4-2020
Geoffrey Jorstad,1338252,16-4-2020
Leticia Michelsen,351078,16-4-2020
Illa Jaffee,483761,16-4-2020
Marilyn Eiler,588121,16-4-2020
Georgine Aigner,807330,16-4-2020
Leandra Tank,739599,16-4-2020
Melda Masten,433320,16-4-2020
Keitha Singleterry,1260821,16-4-2020
Ozie Simerly,123600,16-4-2020
Clayton Chapel,1136761,16-4-2020
Jung Irion,1437302,16-4-2020
Leila Jansky,1348416,16-4-2020
Zachary Novello,721085,16-4-2020
Dave Dressler,9734,16-4-2020
Tomeka Matsuda,164851,16-4-2020
Shae Buggs,1172407,16-4-2020
Audria Irizarry,164580,16-4-2020
Luise Current,1021737,16-4-2020
Phil Quintero,1391631,16-4-2020
Dewitt Kennerson,54332,16-4-2020
Luigi Bevins,381370,17-4-2020
Crista Gump,945027,17-4-2020
Sharika Schuler,231542,17-4-2020
Samantha Atilano,474862,17-4-2020
Estella Reinert,395994,17-4-2020
Elroy Eddings,1136367,17-4-2020
Dominque Carney,615691,17-4-2020
Christen Mcchesney,1002097,17-4-2020
Cassey Brewster,725131,17-4-2020
Cherri Hayden,870243,17-4-2020
Georgine Aigner,1491581,17-4-2020
Lizzette Baumer,1317941,17-4-2020
Berry Right,1027081,17-4-2020
Glady Sugarman,334758,17-4-2020
Corine Shepherd,515419,17-4-2020
Sarita Cripe,1463850,17-4-2020
Serita Pederson,81621,17-4-2020
Buford Truss,32222,17-4-2020
Jacquie Emrich,1123186,17-4-2020
Gilberto Spicer,1157987,17-4-2020
Karena Paiva,1094453,17-4-2020
Arlinda Cogdill,1378481,17-4-2020
Jerrod Lemonds,55466,17-4-2020
Leeanna Link,663153,17-4-2020
Lizzie Haggins,1383373,17-4-2020
Emelia Anders,187510,17-4-2020
Eunice Barriere,337647,17-4-2020
Ranee Gulino,1247656,17-4-2020
Louis Machnik,661835,17-4-2020
Nanci Walburn,72481,18-4-2020
Williams Leno,249495,18-4-2020
Silva Plumb,460703,18-4-2020
Neda Parise,204244,18-4-2020
Jerrod Lemonds,1407713,18-4-2020
Elvie Plumber,653680,18-4-2020
Leland Kubota,1168754,18-4-2020
Nestor Lundell,12414,18-4-2020
Suzi Gao,283813,18-4-2020
Shanice Carrera,237927,18-4-2020
Lyman Ravenscroft,1171230,18-4-2020
Jalisa Ingalls,342661,18-4-2020
Vera Mckamie,1048252,18-4-2020
Jung Irion,1060399,18-4-2020
Denisha Ogden,159922,18-4-2020
Amy Shockley,778605,18-4-2020
Hipolito Lovvorn,1230043,18-4-2020
Eunice Barriere,834124,18-4-2020
Dorene Tarry,1396421,18-4-2020
Leonore Degreenia,690506,18-4-2020
Christen Mcchesney,217308,18-4-2020
Tory Martin,1224234,18-4-2020
Emerita Fralick,1054577,18-4-2020
Frankie Argento,315795,18-4-2020
Roger Schisler,336652,18-4-2020
Luise Eccles,1229673,18-4-2020
Lilia Despres,895334,18-4-2020
Bethann Coonrod,632566,18-4-2020
Stanley Margolin,225260,18-4-2020
Parker Gebhart,380643,18-4-2020
Danyel Ervin,676652,18-4-2020
Marica Chavous,1211756,18-4-2020
Venetta Schurman,366092,18-4-2020
Dorla Greenburg,660307,18-4-2020
Maragaret Tomlinson,1150971,18-4-2020
Divina Nix,992060,18-4-2020
Rikki Iverson,1465795,18-4-2020
Charlesetta Fall,1348087,18-4-2020
Ginger Riordan,164141,18-4-2020
Birdie Fleischman,1173512,19-4-2020
Jaqueline Almquist,1493044,19-4-2020
Harland Greenspan,244439,19-4-2020
Vallie Bakke,355319,19-4-2020
Glynis Kunz,470789,19-4-2020
Nanci Walburn,668236,19-4-2020
Kacy Warren,303657,19-4-2020
Opal Recker,737017,19-4-2020
Vilma Towner,805111,19-4-2020
Naida Ostby,462578,19-4-2020
Adrianna Sweetland,96869,19-4-2020
Dorla Harbert,44840,19-4-2020
Celeste Pricer,158118,19-4-2020
Martha Stiverson,610953,19-4-2020
Angelic Flury,342588,19-4-2020
Roger Schisler,732286,19-4-2020
Kenia Favela,1254620,19-4-2020
Roy Dejong,1091802,19-4-2020
Danette Dolce,647228,19-4-2020
Marlen Willilams,1065426,19-4-2020
Ahmad Karlin,1242398,19-4-2020
Genoveva Even,350558,19-4-2020
Rick Keffer,309795,19-4-2020
Denice Bustamante,233346,19-4-2020
Harriett Dauenhauer,165457,19-4-2020
Luise Eccles,654177,19-4-2020
Esmeralda Freeborn,1209483,19-4-2020
Parker Gebhart,1247298,19-4-2020
Jerlene Wasson,914425,19-4-2020
